timestamp,pump1_flow_m3h,pump2_flow_m3h,pump3_flow_m3h
2024-03-02 13:36:30,45.66,43.78,47.51
2024-03-02 13:37:00,46.56,46.18,48.82
2024-03-02 13:37:30,47.28,45.09,45.54
2024-03-02 13:38:00,43.18,43.86,46.1
2024-03-02 13:38:30,46.2,41.26,47.19
2024-03-02 13:39:00,47.01,44.93,50.11
2024-03-02 13:39:30,45.42,44.31,46.16
2024-03-02 13:40:00,44.47,44.51,47.85
2024-03-02 13:40:30,44.84,42.57,47.44
2024-03-02 13:41:00,44.63,42.84,46.53
2024-03-02 13:41:30,43.35,43.8,47.65
2024-03-02 13:42:00,47.02,43.72,46.25
2024-03-02 13:42:30,46.7,44.7,44.87
2024-03-02 13:43:00,46.56,43.93,45.77
2024-03-02 13:43:30,46.32,44.65,45.01
2024-03-02 13:44:00,44.99,44.7,48.61
2024-03-02 13:44:30,48.15,43.52,47.59
2024-03-02 13:45:00,43.0,42.49,47.66
2024-03-02 13:45:30,45.52,44.33,47.83
2024-03-02 13:46:00,44.27,43.52,46.14
2024-03-02 13:46:30,45.47,43.99,43.12
2024-03-02 13:47:00,44.63,43.84,46.11
2024-03-02 13:47:30,44.46,42.39,46.52
2024-03-02 13:48:00,45.27,42.09,46.14
2024-03-02 13:48:30,45.62,42.44,49.83
2024-03-02 13:49:00,45.5,42.9,44.61
2024-03-02 13:49:30,45.57,43.33,45.77
2024-03-02 13:50:00,44.04,44.17,45.93
2024-03-02 13:50:30,45.05,44.44,46.81
2024-03-02 13:51:00,47.23,43.29,48.18
2024-03-02 13:51:30,46.14,44.33,45.11
2024-03-02 13:52:00,46.46,44.0,46.46
2024-03-02 13:52:30,45.72,42.71,47.13
2024-03-02 13:53:00,46.8,43.91,46.13
2024-03-02 13:53:30,45.48,44.28,47.45
2024-03-02 13:54:00,44.5,44.47,45.98
2024-03-02 13:54:30,45.08,44.67,45.3
2024-03-02 13:55:00,44.07,41.16,46.0
2024-03-02 13:55:30,44.94,43.42,47.4
2024-03-02 13:56:00,44.96,43.28,45.21
2024-03-02 13:56:30,47.49,41.54,45.71
2024-03-02 13:57:00,44.83,41.85,44.55
2024-03-02 13:57:30,45.09,43.03,44.89
2024-03-02 13:58:00,48.79,44.26,45.97
2024-03-02 13:58:30,45.35,43.22,46.39
2024-03-02 13:59:00,43.54,43.29,46.26
2024-03-02 13:59:30,44.23,43.07,43.94
2024-03-02 14:00:00,42.66,43.04,46.34
2024-03-02 14:00:30,43.54,41.2,45.78
2024-03-02 14:01:00,43.04,42.42,44.58
2024-03-02 14:01:30,44.45,43.03,43.73
2024-03-02 14:02:00,44.83,42.65,47.47
2024-03-02 14:02:30,45.11,45.25,45.4
2024-03-02 14:03:00,44.04,42.61,45.33
2024-03-02 14:03:30,44.77,43.37,46.91
2024-03-02 14:04:00,45.75,41.42,47.3
2024-03-02 14:04:30,46.08,43.0,
2024-03-02 14:05:00,44.01,42.58,46.98
2024-03-02 14:05:30,44.71,42.11,46.33
2024-03-02 14:06:00,44.9,44.35,42.7
2024-03-02 14:06:30,42.66,42.59,45.17
2024-03-02 14:07:00,45.23,44.5,45.94
2024-03-02 14:07:30,47.42,43.79,47.09
2024-03-02 14:08:00,45.19,42.36,44.39
2024-03-02 14:08:30,44.14,43.68,47.7
2024-03-02 14:09:00,45.53,42.65,46.08
2024-03-02 14:09:30,45.3,41.59,45.78
2024-03-02 14:10:00,44.98,44.37,44.65
2024-03-02 14:10:30,46.72,42.27,45.99
2024-03-02 14:11:00,43.55,,44.23
2024-03-02 14:11:30,41.61,42.24,44.79
2024-03-02 14:12:00,44.3,42.14,46.8
2024-03-02 14:12:30,43.5,41.74,43.56
2024-03-02 14:13:00,43.62,44.8,47.59
2024-03-02 14:13:30,43.19,42.72,44.78
2024-03-02 14:14:00,43.25,40.88,45.23
2024-03-02 14:14:30,43.93,42.72,42.13
2024-03-02 14:15:00,44.82,43.58,43.48
2024-03-02 14:15:30,45.54,42.23,42.84
2024-03-02 14:16:00,42.36,41.85,47.07
2024-03-02 14:16:30,44.0,42.66,44.4
2024-03-02 14:17:00,45.78,43.61,45.46
2024-03-02 14:17:30,44.12,41.16,43.69
2024-03-02 14:18:00,43.77,43.96,42.65
2024-03-02 14:18:30,45.74,42.39,45.38
2024-03-02 14:19:00,43.53,41.93,42.55
2024-03-02 14:19:30,44.89,42.27,44.48
2024-03-02 14:20:00,43.95,43.29,45.38
2024-03-02 14:20:30,44.09,42.93,45.18
2024-03-02 14:21:00,42.96,40.81,41.3
2024-03-02 14:21:30,45.01,41.58,43.12
2024-03-02 14:22:00,44.58,42.89,44.53
2024-03-02 14:22:30,43.42,42.61,43.3
2024-03-02 14:23:00,40.86,42.79,44.08
2024-03-02 14:23:30,43.36,41.91,44.09
2024-03-02 14:24:00,44.64,41.41,41.01
2024-03-02 14:24:30,44.24,,43.64
2024-03-02 14:25:00,45.4,43.15,44.72
2024-03-02 14:25:30,,41.21,43.78
2024-03-02 14:26:00,41.36,43.13,47.66
2024-03-02 14:26:30,42.29,41.39,45.6
2024-03-02 14:27:00,41.93,41.97,42.67
2024-03-02 14:27:30,43.45,42.38,45.32
2024-03-02 14:28:00,42.0,41.84,46.61
2024-03-02 14:28:30,44.09,42.3,44.69
2024-03-02 14:29:00,46.2,41.86,47.92
2024-03-02 14:29:30,45.07,42.95,43.95
2024-03-02 14:30:00,44.92,41.31,45.08
2024-03-02 14:30:30,44.22,42.06,41.52
2024-03-02 14:31:00,42.87,41.09,46.48
2024-03-02 14:31:30,42.93,40.45,42.36
2024-03-02 14:32:00,41.75,40.6,46.22
2024-03-02 14:32:30,44.59,41.48,45.25
2024-03-02 14:33:00,44.29,42.54,44.77
2024-03-02 14:33:30,42.64,40.69,45.34
2024-03-02 14:34:00,43.6,41.39,42.44
2024-03-02 14:34:30,42.33,42.32,44.19
2024-03-02 14:35:00,45.3,43.04,45.18
2024-03-02 14:35:30,42.06,41.34,43.26
2024-03-02 14:36:00,41.99,,43.82
2024-03-02 14:36:30,43.99,41.35,43.93
2024-03-02 14:37:00,43.13,41.74,43.2
2024-03-02 14:37:30,40.69,43.52,43.34
2024-03-02 14:38:00,43.04,43.04,44.0
2024-03-02 14:38:30,42.12,41.78,41.61
2024-03-02 14:39:00,42.25,41.2,44.06
2024-03-02 14:39:30,42.09,40.15,43.87
2024-03-02 14:40:00,42.94,41.67,43.84
2024-03-02 14:40:30,44.46,40.43,42.15
2024-03-02 14:41:00,42.26,,45.43
2024-03-02 14:41:30,43.14,41.7,43.76
2024-03-02 14:42:00,40.68,40.4,41.62
2024-03-02 14:42:30,40.77,40.87,43.9
2024-03-02 14:43:00,42.98,40.24,42.59
2024-03-02 14:43:30,42.99,42.24,43.69
2024-03-02 14:44:00,42.02,40.7,45.79
2024-03-02 14:44:30,42.52,39.91,42.94
2024-03-02 14:45:00,40.84,40.39,40.75
2024-03-02 14:45:30,43.27,42.52,44.33
2024-03-02 14:46:00,40.75,40.6,43.33
2024-03-02 14:46:30,42.58,,42.79
2024-03-02 14:47:00,41.51,41.96,47.24
2024-03-02 14:47:30,41.16,41.96,46.3
2024-03-02 14:48:00,42.78,41.58,44.33
2024-03-02 14:48:30,,40.36,46.6
2024-03-02 14:49:00,41.62,41.06,40.55
2024-03-02 14:49:30,40.55,39.12,42.97
2024-03-02 14:50:00,41.12,43.22,41.26
2024-03-02 14:50:30,43.95,41.49,42.21
2024-03-02 14:51:00,41.27,41.45,42.22
2024-03-02 14:51:30,41.32,40.84,42.71
2024-03-02 14:52:00,41.36,40.22,45.43
2024-03-02 14:52:30,,40.6,43.59
2024-03-02 14:53:00,41.29,40.94,41.94
2024-03-02 14:53:30,42.66,,46.02
2024-03-02 14:54:00,39.65,41.11,43.49
2024-03-02 14:54:30,,38.77,41.63
2024-03-02 14:55:00,42.09,40.53,41.37
2024-03-02 14:55:30,40.94,41.4,42.26
2024-03-02 14:56:00,42.96,39.96,45.59
2024-03-02 14:56:30,41.22,41.81,43.48
2024-03-02 14:57:00,43.36,39.4,42.49
2024-03-02 14:57:30,39.45,38.98,40.82
2024-03-02 14:58:00,41.56,39.61,43.08
2024-03-02 14:58:30,45.04,40.33,41.15
2024-03-02 14:59:00,41.27,40.38,45.44
2024-03-02 14:59:30,,40.64,43.76
2024-03-02 15:00:00,39.99,40.39,43.26
2024-03-02 15:00:30,40.66,40.68,38.78
2024-03-02 15:01:00,41.14,41.21,44.99
2024-03-02 15:01:30,40.18,40.09,40.76
2024-03-02 15:02:00,42.77,39.75,40.44
2024-03-02 15:02:30,43.19,41.32,38.86
2024-03-02 15:03:00,42.47,39.82,42.54
2024-03-02 15:03:30,41.78,40.63,43.13
2024-03-02 15:04:00,41.11,40.7,42.79
2024-03-02 15:04:30,41.58,40.5,40.93
2024-03-02 15:05:00,40.07,38.99,40.19
2024-03-02 15:05:30,39.53,40.03,40.38
2024-03-02 15:06:00,40.37,39.29,39.91
2024-03-02 15:06:30,40.55,40.26,42.05
2024-03-02 15:07:00,41.92,39.53,41.83
2024-03-02 15:07:30,41.67,38.99,41.51
2024-03-02 15:08:00,42.0,39.6,42.31
2024-03-02 15:08:30,40.77,40.75,42.47
2024-03-02 15:09:00,41.49,38.89,43.13
2024-03-02 15:09:30,39.7,40.86,44.09
2024-03-02 15:10:00,40.64,40.45,42.85
2024-03-02 15:10:30,40.25,40.28,41.56
2024-03-02 15:11:00,40.82,38.72,42.3
2024-03-02 15:11:30,39.65,40.56,40.74
2024-03-02 15:12:00,40.98,39.27,39.26
2024-03-02 15:12:30,41.54,38.98,41.2
2024-03-02 15:13:00,38.33,,43.17
2024-03-02 15:13:30,40.77,40.16,42.52
2024-03-02 15:14:00,39.24,37.56,43.53
2024-03-02 15:14:30,37.81,40.01,42.19
2024-03-02 15:15:00,40.4,40.18,40.63
2024-03-02 15:15:30,40.8,41.22,42.93
2024-03-02 15:16:00,41.27,38.36,41.64
2024-03-02 15:16:30,37.82,38.91,40.78
2024-03-02 15:17:00,40.18,38.48,41.82
2024-03-02 15:17:30,39.27,39.51,40.99
2024-03-02 15:18:00,39.24,39.62,40.63
2024-03-02 15:18:30,41.94,40.0,41.07
2024-03-02 15:19:00,40.74,39.8,43.16
2024-03-02 15:19:30,38.92,39.06,39.73
2024-03-02 15:20:00,41.04,39.4,43.06
2024-03-02 15:20:30,39.74,39.14,40.26
2024-03-02 15:21:00,39.5,39.76,41.18
2024-03-02 15:21:30,40.83,40.24,41.68
2024-03-02 15:22:00,40.09,,43.34
2024-03-02 15:22:30,40.46,39.54,40.76
2024-03-02 15:23:00,39.25,40.16,42.01
2024-03-02 15:23:30,40.85,38.91,41.08
2024-03-02 15:24:00,41.71,38.39,39.34
2024-03-02 15:24:30,38.88,39.99,40.62
2024-03-02 15:25:00,41.49,36.79,41.64
2024-03-02 15:25:30,40.28,39.42,40.81
2024-03-02 15:26:00,40.47,40.34,40.64
2024-03-02 15:26:30,38.77,38.18,42.24
2024-03-02 15:27:00,40.72,37.36,40.36
2024-03-02 15:27:30,41.88,38.97,37.99
2024-03-02 15:28:00,38.8,40.37,43.02
2024-03-02 15:28:30,40.41,39.99,40.33
2024-03-02 15:29:00,39.78,39.19,42.26
2024-03-02 15:29:30,40.26,38.48,41.72
2024-03-02 15:30:00,40.08,36.87,41.26
2024-03-02 15:30:30,39.6,39.23,42.1
2024-03-02 15:31:00,37.4,39.08,38.61
2024-03-02 15:31:30,39.2,39.05,41.9
2024-03-02 15:32:00,39.66,38.15,42.32
2024-03-02 15:32:30,39.16,39.11,43.26
2024-03-02 15:33:00,44.41,38.21,41.03
2024-03-02 15:33:30,39.69,39.13,39.93
2024-03-02 15:34:00,38.4,39.19,39.89
2024-03-02 15:34:30,41.13,38.24,39.5
2024-03-02 15:35:00,40.53,38.48,39.46
2024-03-02 15:35:30,40.66,39.03,43.25
2024-03-02 15:36:00,40.37,39.19,38.02
2024-03-02 15:36:30,38.9,39.24,42.74
2024-03-02 15:37:00,39.68,40.1,39.15
2024-03-02 15:37:30,39.46,37.2,39.97
2024-03-02 15:38:00,39.52,39.77,42.83
2024-03-02 15:38:30,40.1,39.82,39.12
2024-03-02 15:39:00,40.09,38.95,41.54
2024-03-02 15:39:30,40.07,39.48,38.73
2024-03-02 15:40:00,40.32,37.04,40.09
2024-03-02 15:40:30,38.3,38.73,40.84
2024-03-02 15:41:00,40.14,38.98,
2024-03-02 15:41:30,40.11,37.79,39.42
2024-03-02 15:42:00,39.39,38.69,38.33
2024-03-02 15:42:30,39.89,,38.22
2024-03-02 15:43:00,39.49,39.71,41.44
2024-03-02 15:43:30,38.88,37.95,40.43
2024-03-02 15:44:00,40.21,39.33,37.66
2024-03-02 15:44:30,38.36,38.17,42.72
2024-03-02 15:45:00,40.71,38.22,39.12
2024-03-02 15:45:30,,38.08,42.27
2024-03-02 15:46:00,39.58,38.81,42.11
2024-03-02 15:46:30,37.8,37.61,37.03
2024-03-02 15:47:00,,36.37,38.55
2024-03-02 15:47:30,38.34,38.49,40.88
2024-03-02 15:48:00,38.05,39.41,40.74
2024-03-02 15:48:30,36.51,39.37,39.78
2024-03-02 15:49:00,40.54,39.31,44.2
2024-03-02 15:49:30,39.21,36.91,38.56
2024-03-02 15:50:00,39.47,39.82,39.38
2024-03-02 15:50:30,38.12,,38.67
2024-03-02 15:51:00,40.06,37.4,42.27
2024-03-02 15:51:30,38.55,38.28,41.37
2024-03-02 15:52:00,37.57,38.3,40.32
2024-03-02 15:52:30,37.11,36.75,37.94
2024-03-02 15:53:00,41.45,38.3,39.58
2024-03-02 15:53:30,39.66,37.9,37.72
2024-03-02 15:54:00,39.97,38.75,41.22
2024-03-02 15:54:30,37.63,37.92,40.57
2024-03-02 15:55:00,39.75,38.63,41.72
2024-03-02 15:55:30,36.99,37.33,38.98
2024-03-02 15:56:00,37.49,36.89,40.3
2024-03-02 15:56:30,38.04,38.44,40.28
2024-03-02 15:57:00,39.32,38.29,39.52
2024-03-02 15:57:30,38.34,36.6,39.01
2024-03-02 15:58:00,38.29,36.61,39.96
2024-03-02 15:58:30,39.54,38.27,40.92
2024-03-02 15:59:00,41.46,36.9,39.48
2024-03-02 15:59:30,39.01,37.26,39.39
2024-03-02 16:00:00,38.78,37.55,38.21
2024-03-02 16:00:30,39.21,38.33,40.28
2024-03-02 16:01:00,38.35,37.54,39.85
2024-03-02 16:01:30,39.91,36.48,39.83
2024-03-02 16:02:00,40.35,36.25,36.96
2024-03-02 16:02:30,38.55,37.23,37.78
2024-03-02 16:03:00,38.7,38.16,41.18
2024-03-02 16:03:30,37.6,37.48,42.95
2024-03-02 16:04:00,39.23,37.93,38.11
2024-03-02 16:04:30,39.9,36.68,38.15
2024-03-02 16:05:00,37.53,36.29,40.82
2024-03-02 16:05:30,37.84,37.86,37.81
2024-03-02 16:06:00,36.86,37.37,39.77
2024-03-02 16:06:30,37.58,37.68,40.21
2024-03-02 16:07:00,38.33,36.22,38.72
2024-03-02 16:07:30,39.2,36.35,38.96
2024-03-02 16:08:00,38.1,37.01,39.49
2024-03-02 16:08:30,37.35,36.94,36.95
2024-03-02 16:09:00,39.96,37.51,39.95
2024-03-02 16:09:30,38.6,36.98,37.96
2024-03-02 16:10:00,37.84,36.85,42.02
2024-03-02 16:10:30,39.3,37.45,38.95
2024-03-02 16:11:00,38.03,35.87,39.25
2024-03-02 16:11:30,37.71,37.45,38.78
2024-03-02 16:12:00,39.44,35.49,35.83
2024-03-02 16:12:30,36.76,37.95,39.89
2024-03-02 16:13:00,38.17,35.68,40.24
2024-03-02 16:13:30,40.24,38.13,37.28
2024-03-02 16:14:00,38.49,37.15,37.92
2024-03-02 16:14:30,38.73,36.54,35.87
2024-03-02 16:15:00,37.88,36.47,38.66
2024-03-02 16:15:30,38.66,36.88,37.9
2024-03-02 16:16:00,38.47,38.46,39.14
2024-03-02 16:16:30,37.31,36.82,39.5
2024-03-02 16:17:00,36.37,36.21,
2024-03-02 16:17:30,37.85,37.28,38.65
2024-03-02 16:18:00,38.66,38.08,38.96
2024-03-02 16:18:30,33.79,36.29,35.58
2024-03-02 16:19:00,36.73,38.13,37.12
2024-03-02 16:19:30,37.96,37.58,35.78
2024-03-02 16:20:00,39.14,37.42,38.0
2024-03-02 16:20:30,37.51,36.02,39.31
2024-03-02 16:21:00,38.51,36.34,37.68
2024-03-02 16:21:30,38.86,37.88,39.92
2024-03-02 16:22:00,37.22,37.25,39.15
2024-03-02 16:22:30,40.01,36.13,36.6
2024-03-02 16:23:00,36.59,36.51,37.11
2024-03-02 16:23:30,38.0,35.71,37.59
2024-03-02 16:24:00,41.11,37.61,40.13
2024-03-02 16:24:30,36.59,36.79,39.0
2024-03-02 16:25:00,38.08,37.89,39.08
2024-03-02 16:25:30,37.24,37.05,38.74
2024-03-02 16:26:00,36.92,39.41,40.32
2024-03-02 16:26:30,38.73,36.99,39.15
2024-03-02 16:27:00,36.77,35.89,36.27
2024-03-02 16:27:30,39.25,36.04,36.25
2024-03-02 16:28:00,37.11,38.9,37.54
2024-03-02 16:28:30,39.07,36.39,36.49
2024-03-02 16:29:00,40.92,37.59,
2024-03-02 16:29:30,37.47,37.91,38.03
2024-03-02 16:30:00,38.72,36.52,39.77
2024-03-02 16:30:30,38.12,37.73,38.96
2024-03-02 16:31:00,36.38,36.48,39.8
2024-03-02 16:31:30,38.18,35.5,39.75
2024-03-02 16:32:00,34.69,35.24,38.42
2024-03-02 16:32:30,37.62,36.54,38.73
2024-03-02 16:33:00,36.55,37.07,36.67
2024-03-02 16:33:30,38.27,36.33,37.39
2024-03-02 16:34:00,36.82,36.51,36.71
2024-03-02 16:34:30,37.99,35.99,38.88
2024-03-02 16:35:00,37.22,35.98,39.09
2024-03-02 16:35:30,37.83,35.1,38.65
2024-03-02 16:36:00,37.61,34.5,38.46
2024-03-02 16:36:30,37.82,36.35,40.31
2024-03-02 16:37:00,39.51,,37.73
2024-03-02 16:37:30,39.18,33.92,41.3
2024-03-02 16:38:00,38.02,34.64,36.76
2024-03-02 16:38:30,37.2,36.49,36.07
2024-03-02 16:39:00,36.99,36.28,42.49
2024-03-02 16:39:30,35.94,37.41,39.26
2024-03-02 16:40:00,36.47,36.43,
2024-03-02 16:40:30,36.02,34.94,37.11
2024-03-02 16:41:00,35.5,35.39,37.44
2024-03-02 16:41:30,36.79,36.54,38.86
2024-03-02 16:42:00,37.0,36.73,35.4
2024-03-02 16:42:30,34.92,36.54,37.06
2024-03-02 16:43:00,34.3,35.09,38.3
2024-03-02 16:43:30,34.85,34.02,36.45
2024-03-02 16:44:00,36.74,34.6,38.37
2024-03-02 16:44:30,37.95,36.54,38.09
2024-03-02 16:45:00,34.7,35.51,38.22
2024-03-02 16:45:30,36.82,37.35,
2024-03-02 16:46:00,36.13,35.5,38.75
2024-03-02 16:46:30,37.7,35.05,36.03
2024-03-02 16:47:00,36.9,35.85,40.26
2024-03-02 16:47:30,37.46,36.36,34.28
2024-03-02 16:48:00,38.14,38.02,35.54
2024-03-02 16:48:30,36.62,33.87,37.31
2024-03-02 16:49:00,35.04,35.23,35.61
2024-03-02 16:49:30,36.54,36.25,38.68
2024-03-02 16:50:00,37.35,34.21,37.02
2024-03-02 16:50:30,37.53,37.4,38.34
2024-03-02 16:51:00,37.37,35.86,35.41
2024-03-02 16:51:30,34.57,36.43,38.0
2024-03-02 16:52:00,39.16,35.8,39.36
2024-03-02 16:52:30,37.18,35.27,37.61
2024-03-02 16:53:00,36.73,34.51,37.7
2024-03-02 16:53:30,35.53,35.72,36.43
2024-03-02 16:54:00,36.45,35.64,37.38
2024-03-02 16:54:30,38.54,36.27,38.22
2024-03-02 16:55:00,37.9,37.02,36.09
2024-03-02 16:55:30,35.95,35.35,39.38
2024-03-02 16:56:00,36.29,34.86,34.63
2024-03-02 16:56:30,35.37,34.73,36.38
2024-03-02 16:57:00,32.5,35.23,34.69
2024-03-02 16:57:30,36.83,35.49,39.15
2024-03-02 16:58:00,37.05,35.14,38.82
2024-03-02 16:58:30,35.87,35.88,37.46
2024-03-02 16:59:00,36.95,35.36,37.62
2024-03-02 16:59:30,33.39,36.34,35.72
2024-03-02 17:00:00,38.61,34.99,37.67
2024-03-02 17:00:30,34.81,32.95,37.83
2024-03-02 17:01:00,39.16,37.46,32.92
2024-03-02 17:01:30,37.58,37.11,35.37
2024-03-02 17:02:00,35.53,34.93,36.13
2024-03-02 17:02:30,36.92,34.89,37.69
2024-03-02 17:03:00,36.75,35.96,37.59
2024-03-02 17:03:30,36.12,35.01,37.78
2024-03-02 17:04:00,37.16,36.8,36.55
2024-03-02 17:04:30,35.89,35.62,37.1
2024-03-02 17:05:00,37.58,36.49,34.01
2024-03-02 17:05:30,37.02,34.19,38.87
2024-03-02 17:06:00,34.66,33.58,37.36
2024-03-02 17:06:30,37.73,35.03,36.86
2024-03-02 17:07:00,35.79,35.35,38.45
2024-03-02 17:07:30,36.33,36.36,38.81
2024-03-02 17:08:00,36.06,34.76,35.1
2024-03-02 17:08:30,35.83,34.48,38.36
2024-03-02 17:09:00,36.16,35.36,38.65
2024-03-02 17:09:30,37.81,36.15,35.41
2024-03-02 17:10:00,38.54,36.21,36.51
2024-03-02 17:10:30,38.28,36.22,37.48
2024-03-02 17:11:00,35.97,34.21,35.29
2024-03-02 17:11:30,35.17,35.28,37.53
2024-03-02 17:12:00,36.47,36.18,37.81
2024-03-02 17:12:30,37.13,33.13,35.37
2024-03-02 17:13:00,36.05,34.72,37.23
2024-03-02 17:13:30,35.11,34.01,36.47
2024-03-02 17:14:00,35.04,35.25,35.75
2024-03-02 17:14:30,,35.12,36.24
2024-03-02 17:15:00,35.85,35.56,37.14
2024-03-02 17:15:30,35.97,34.99,36.75
2024-03-02 17:16:00,34.91,35.65,36.75
2024-03-02 17:16:30,34.68,34.85,36.14
2024-03-02 17:17:00,36.73,35.33,37.57
2024-03-02 17:17:30,35.56,35.51,36.42
2024-03-02 17:18:00,35.55,34.85,36.9
2024-03-02 17:18:30,36.21,35.84,35.15
2024-03-02 17:19:00,33.26,36.14,37.33
2024-03-02 17:19:30,36.65,37.19,35.73
2024-03-02 17:20:00,37.32,35.05,36.45
2024-03-02 17:20:30,33.36,32.95,37.42
2024-03-02 17:21:00,37.81,34.61,33.8
2024-03-02 17:21:30,35.6,34.5,38.41
2024-03-02 17:22:00,35.0,35.59,35.19
2024-03-02 17:22:30,35.8,34.0,37.16
2024-03-02 17:23:00,35.94,37.23,36.51
2024-03-02 17:23:30,36.44,35.23,34.07
2024-03-02 17:24:00,34.67,33.74,37.44
2024-03-02 17:24:30,34.6,33.22,36.95
2024-03-02 17:25:00,35.05,35.62,38.35
2024-03-02 17:25:30,33.58,34.28,36.02
2024-03-02 17:26:00,33.56,31.73,36.69
2024-03-02 17:26:30,35.7,35.18,34.52
2024-03-02 17:27:00,35.8,33.17,36.52
2024-03-02 17:27:30,35.45,34.08,35.79
2024-03-02 17:28:00,34.85,35.87,36.9
2024-03-02 17:28:30,35.52,32.87,36.24
2024-03-02 17:29:00,34.18,34.1,34.66
2024-03-02 17:29:30,35.75,33.9,
2024-03-02 17:30:00,35.8,33.63,36.5
2024-03-02 17:30:30,34.09,34.04,34.27
2024-03-02 17:31:00,36.75,33.16,35.25
2024-03-02 17:31:30,35.16,34.23,35.96
2024-03-02 17:32:00,37.78,35.3,37.69
2024-03-02 17:32:30,34.77,34.35,36.06
2024-03-02 17:33:00,32.91,36.82,37.84
2024-03-02 17:33:30,,34.81,33.61
2024-03-02 17:34:00,34.26,33.21,34.45
2024-03-02 17:34:30,34.45,34.61,36.15
2024-03-02 17:35:00,35.55,35.68,35.99
2024-03-02 17:35:30,34.89,34.86,34.19
2024-03-02 17:36:00,35.28,34.4,
2024-03-02 17:36:30,33.99,34.36,35.66
2024-03-02 17:37:00,36.1,32.23,35.32
2024-03-02 17:37:30,33.93,32.23,
2024-03-02 17:38:00,34.49,34.7,35.22
2024-03-02 17:38:30,35.47,33.62,35.33
2024-03-02 17:39:00,32.94,34.34,33.22
2024-03-02 17:39:30,34.08,35.08,36.9
2024-03-02 17:40:00,35.57,33.43,34.85
2024-03-02 17:40:30,36.43,35.24,34.07
2024-03-02 17:41:00,35.56,35.14,36.45
2024-03-02 17:41:30,35.08,34.78,36.6
2024-03-02 17:42:00,33.86,33.18,34.39
2024-03-02 17:42:30,36.21,33.37,36.35
2024-03-02 17:43:00,33.53,34.78,35.21
2024-03-02 17:43:30,34.01,34.16,32.89
2024-03-02 17:44:00,32.98,32.62,36.64
2024-03-02 17:44:30,37.84,33.94,33.95
2024-03-02 17:45:00,35.25,32.35,34.99
2024-03-02 17:45:30,34.17,33.47,35.18
2024-03-02 17:46:00,35.25,33.67,37.8
2024-03-02 17:46:30,33.5,32.84,35.11
2024-03-02 17:47:00,34.42,34.89,33.53
2024-03-02 17:47:30,34.53,33.67,34.58
2024-03-02 17:48:00,33.26,34.39,35.57
2024-03-02 17:48:30,34.64,34.57,37.27
2024-03-02 17:49:00,34.6,34.26,34.14
2024-03-02 17:49:30,34.56,34.22,33.44
2024-03-02 17:50:00,35.02,33.09,35.57
2024-03-02 17:50:30,34.16,33.86,34.64
2024-03-02 17:51:00,32.56,32.87,33.74
2024-03-02 17:51:30,,32.33,35.06
2024-03-02 17:52:00,30.53,33.68,35.57
2024-03-02 17:52:30,34.14,32.63,34.59
2024-03-02 17:53:00,33.37,33.42,37.88
2024-03-02 17:53:30,33.95,33.12,37.72
2024-03-02 17:54:00,33.75,32.5,34.22
2024-03-02 17:54:30,33.84,33.59,35.29
2024-03-02 17:55:00,37.39,33.09,34.91
2024-03-02 17:55:30,34.39,33.75,33.69
2024-03-02 17:56:00,36.14,35.29,34.08
2024-03-02 17:56:30,32.92,32.51,35.4
2024-03-02 17:57:00,33.63,35.16,33.9
2024-03-02 17:57:30,34.29,33.98,33.88
2024-03-02 17:58:00,34.09,33.45,35.95
2024-03-02 17:58:30,,33.74,34.25
2024-03-02 17:59:00,33.61,33.85,37.28
2024-03-02 17:59:30,33.07,33.29,
2024-03-02 18:00:00,33.02,33.0,37.38
2024-03-02 18:00:30,34.09,33.72,32.64
2024-03-02 18:01:00,33.75,37.49,32.69
2024-03-02 18:01:30,34.69,34.32,33.92
2024-03-02 18:02:00,32.16,34.32,35.39
2024-03-02 18:02:30,32.83,32.88,34.57
2024-03-02 18:03:00,34.49,33.26,32.83
2024-03-02 18:03:30,34.3,32.56,35.28
2024-03-02 18:04:00,36.48,33.17,35.0
2024-03-02 18:04:30,34.53,33.1,34.53
2024-03-02 18:05:00,34.25,32.84,35.08
2024-03-02 18:05:30,35.11,35.1,36.46
2024-03-02 18:06:00,33.52,33.92,34.61
2024-03-02 18:06:30,37.39,34.0,32.73
2024-03-02 18:07:00,33.65,31.8,36.05
2024-03-02 18:07:30,33.28,32.31,
2024-03-02 18:08:00,35.6,34.42,35.26
2024-03-02 18:08:30,35.84,30.4,35.81
2024-03-02 18:09:00,36.08,31.84,35.95
2024-03-02 18:09:30,36.28,35.05,33.69
2024-03-02 18:10:00,35.13,32.62,37.92
2024-03-02 18:10:30,34.6,33.83,34.99
2024-03-02 18:11:00,34.17,34.11,38.83
2024-03-02 18:11:30,34.29,34.17,35.71
2024-03-02 18:12:00,31.49,31.87,36.43
2024-03-02 18:12:30,34.3,33.97,35.76
2024-03-02 18:13:00,34.78,32.07,34.6
2024-03-02 18:13:30,35.75,32.9,35.0
2024-03-02 18:14:00,34.63,32.67,33.6
2024-03-02 18:14:30,32.8,32.1,37.03
2024-03-02 18:15:00,35.96,33.36,35.09
2024-03-02 18:15:30,32.63,33.14,34.24
2024-03-02 18:16:00,32.07,,34.87
2024-03-02 18:16:30,34.27,33.45,35.55
2024-03-02 18:17:00,33.53,33.18,33.18
